"Title","Content","Source"
"National Initiative for Cybersecurity Careers and Studies","National Initiative for Cybersecurity Careers and Studies (NICCS) is an online training initiative and portal built as per the National Initiative for Cybersecurity Education framework. This is a federal cybersecurity training subcomponent, operated and maintained by Cybersecurity and Infrastructure Security Agency.","https://en.wikipedia.org/wiki/National%20Initiative%20for%20Cybersecurity%20Careers%20and%20Studies"
"National Cybersecurity and Communications Integration Center","The National Cybersecurity and Communications Integration Center (NCCIC) is part of the Cybersecurity Division of the Cybersecurity and Infrastructure Security Agency, an agency of the U.S. Department of Homeland Security. It acts to coordinate various aspects of the U.S. federal government's cybersecurity and cyberattack mitigation efforts through cooperation with civilian agencies, infrastructure operators, state and local governments, and international partners.
It is also responsible for coordinating the national response to significant cyber incidents in accordance with the National Cyber Incident Response Plan (NCIRP).
The NCCIC consists of four branches:

NCCIC Operations & Integration (NO&I)
United States Computer Emergency Readiness Team (US-CERT)
Industrial Control Systems Cyber Emergency Response Team (ICS-CERT)
National Coordinating Center for Communications  (NCC)
According to the National Cybersecurity and Communications Integration Center (NCCIC), their mission is to ""reduce the risk of systemic cybersecurity and communications challenges in our role as the Nation’s flagship cyber defense, incident response, and operational integration center.""

","https://en.wikipedia.org/wiki/National%20Cybersecurity%20and%20Communications%20Integration%20Center"
"Arctic Wolf Networks","Arctic Wolf Networks is a cybersecurity company that provides security monitoring to detect and respond to cyber threats. The company monitors on-premises computers, networks and cloud based information assets from malicious activity such as cybercrime,  ransomware, and malicious software attacks.","https://en.wikipedia.org/wiki/Arctic%20Wolf%20Networks"
"National Cybersecurity and Critical Infrastructure Protection Act of 2013","The National Cybersecurity and Critical Infrastructure Protection Act of 2013 (H.R. 3696) is a bill that would amend the Homeland Security Act of 2002 to require the Secretary of the Department of Homeland Security (DHS) to conduct cybersecurity activities on behalf of the federal government and would codify the role of DHS in preventing and responding to cybersecurity incidents involving the Information Technology (IT) systems of federal civilian agencies and critical infrastructure in the United States.
The bill was introduced in the United States House of Representatives during the 113th United States Congress.","https://en.wikipedia.org/wiki/National%20Cybersecurity%20and%20Critical%20Infrastructure%20Protection%20Act%20of%202013"
"National Cybersecurity Authority (Saudi Arabia)","National Cybersecurity Authority, National Cyber Security Authority, or the Saudi National Cybersecurity Authority, is a government security entity in Saudi Arabia which focuses primarily on the country's computer security. Created in 2017, it is directly linked to the office of the king.","https://en.wikipedia.org/wiki/National%20Cybersecurity%20Authority%20(Saudi%20Arabia)"
"Election security","Election cybersecurity or election security refers to the protection of elections and voting infrastructure from cyberattack or cyber threat – including the tampering with or infiltration of voting machines and equipment, election office networks and practices, and voter registration databases.
Cyber threats or attacks to elections or voting infrastructure could be carried out by insiders within a voting jurisdiction, or by a variety of other actors ranging from nefarious nation-states, to organized cyber criminals to lone-wolf hackers. Motives may range from a desire to influence the election outcome, to discrediting democratic processes, to creating public distrust or even political upheaval.","https://en.wikipedia.org/wiki/Election%20security"
"Cyber Intelligence Sharing and Protection Act","The Cyber Intelligence Sharing and Protection Act (CISPA H.R. 3523 (112th Congress), H.R. 624 (113th Congress), H.R. 234 (114th Congress)) was a proposed law in the United States which would allow for the sharing of Internet traffic information between the U.S. government and technology and manufacturing companies. The stated aim of the bill is to help the U.S. government investigate cyber threats and ensure the security of networks against cyberattacks.
The legislation was introduced on November 30, 2011, by Representative Michael Rogers (R-MI) and 111 co-sponsors. It was passed in the House of Representatives on April 26, 2012, but was not passed by the U.S. Senate. President Barack Obama's advisers have argued that the bill lacks confidentiality and civil liberties safeguards, and the White House said he would veto it.
In February 2013, the House reintroduced the bill and it passed in the United States House of Representatives on April 18, 2013, but stalled and was not voted upon by the Senate. On July 10, 2014, a similar bill, the Cybersecurity Information Sharing Act (CISA), was introduced in the Senate.
In January 2015, the House reintroduced the bill again. The bill has been referred to the Committee on Intelligence, and as of February 2, 2015, to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations and Subcommittee on Constitution and Civil Justice to see if it will come to the House for a vote. In December 2015 a version of CISPA was hidden in the total federal budget.
CISPA had garnered favor from corporations and lobbying groups such as Microsoft, Facebook, AT&T, IBM, and the United States Chamber of Commerce, which look on it as a simple and effective means of sharing important cyber threat information with the government. It has however been criticized by advocates of Internet privacy and civil liberties, such as the Electronic Frontier Foundation, the American Civil Liberties Union, Free Press, Fight for the Future, and Avaaz.org, as well as various conservative and libertarian groups including the Competitive Enterprise Institute, TechFreedom, FreedomWorks, Americans for Limited Government, Liberty Coalition, and the American Conservative Union. Those groups argue CISPA contains too few limits on how and when the government may monitor a private individual's Internet browsing information. Additionally, they fear that such new powers could be used to spy on the general public rather than to pursue malicious hackers.
Some critics saw wording included in CISPA, as a second attempt to protect intellectual property after the Stop Online Piracy Act was taken off the table by Congress after it met opposition. Intellectual property theft was initially listed in the bill, as a possible cause for sharing Web traffic information with the government, though it was removed in subsequent drafts.

","https://en.wikipedia.org/wiki/Cyber%20Intelligence%20Sharing%20and%20Protection%20Act"
"SentinelOne","SentinelOne, Inc. is an American cybersecurity company listed on NYSE based in Mountain View, California. The company was founded in 2013 by Tomer Weingarten, Almog Cohen and Ehud (""Udi"") Shamir. Weingarten acts as the company's CEO. Vats Srivatsan is the company's COO. The company has approximately 2,100 employees and offices in Mountain View, Boston, Prague, Tokyo, and Tel Aviv. The company uses machine learning for monitoring personal computers, IoT devices, and cloud workloads. The company's platform utilizes a heuristic model, specifically its patented behavioral AI. The company is AV-TEST certified.","https://en.wikipedia.org/wiki/SentinelOne"
"Recorded Future","Recorded Future, Inc. is an American privately held cybersecurity company founded in 2009, with headquarters in Somerville, Massachusetts.","https://en.wikipedia.org/wiki/Recorded%20Future"
"Browser isolation","Browser isolation is a cybersecurity model which aims to physically isolate an internet user's browsing activity (and the associated cyber risks) away from their local networks and infrastructure.  Browser isolation technologies approach this model in different ways, but they all seek to achieve the same goal, effective isolation of the web browser and a user's browsing activity as a method of securing web browsers from browser-based security exploits, as well as web-borne threats such as ransomware and other malware. When a browser isolation technology is delivered to its customers as a cloud hosted service, this is known as remote browser isolation (RBI), a model which enables organizations to deploy a browser isolation solution to their users without managing the associated server infrastructure. There are also client side approaches to browser isolation, based on client-side hypervisors, which do not depend on servers in order to isolate their users browsing activity and the associated risks, instead the activity is virtually isolated on the local host machine. Client-side solutions break the security through physical isolation model, but they do allow the user to avoid the server overhead costs associated with remote browser isolation solutions.

","https://en.wikipedia.org/wiki/Browser%20isolation"
"IEC 62443","IEC 62443 is a series of standards that address cybersecurity for operational technology in automation and control systems. The series is divided into different sections and describes both technical and process-related aspects of automation and control systems cybersecurity. The series is also known as ISA/IEC 62443 in recognition of the fact that much of the initial development was done by the ISA99 committee of the International Society for Automation.
It divides the cybersecurity topics by stakeholder category / roles including: 

the operator,
the service providers (service providers for integration and for maintenance)
the component/system manufacturers.
The different roles each follow a risk-based approach to prevent and manage security risks in their activities.

","https://en.wikipedia.org/wiki/IEC%2062443"
"Saudi Federation for Cybersecurity, Programming and Drones","The Saudi Federation For Cybersecurity, Programming and Drones (SAFCSP) is a national institution in Saudi Arabia aiming at developing professional skills in the fields of cybersecurity and programming.","https://en.wikipedia.org/wiki/Saudi%20Federation%20for%20Cybersecurity%2C%20Programming%20and%20Drones"
"Cybercrime","Cybercrime encompasses a wide range of criminal activities that are carried out using digital devices and/or networks. These crimes involve the use of technology to commit fraud, identity theft, data breaches, computer viruses, scams, and expanded upon in other malicious acts. Cybercriminals exploit vulnerabilities in computer systems and networks to gain unauthorized access, steal sensitive information, disrupt services, and cause financial or reputational harm to individuals, organizations, and governments.
In 2000, the tenth United Nations Congress on the Prevention of Crime and the Treatment of Offenders placed cyber crimes into five categories: unauthorized access, damage to computer data or programs, sabotage to hinder the functioning of a computer system or network, unauthorized interception of data within a system or network, and computer espionage.
Internationally, both state and non-state actors engage in cybercrimes, including espionage, financial theft, and other cross-border crimes. Cybercrimes crossing international borders and involving the actions of at least one nation-state are sometimes referred to as cyberwarfare. Warren Buffett has said that cybercrime is the ""number one problem with mankind"" and that it ""poses real risks to humanity"".
The World Economic Forum's (WEF) 2020 Global Risks Report confirmed that organized cybercrime groups are joining forces to commit criminal activities online, while estimating the likelihood of their detection and prosecution to be less than 1 percent in the US. There are also many privacy concerns surrounding cybercrime when confidential information is intercepted or disclosed, legally or otherwise.
The World Economic Forum’s 2023 Global Risks Report ranks cybercrime as one of the top 10 risks facing the world today and for the next 10 years. If cybercrime were viewed as a nation state, cybercrime would count as the third largest economy in the world. In numbers, cybercrime is predicted to cause over 9 trillion in damages worldwide in 2024.","https://en.wikipedia.org/wiki/Cybercrime"
"United States Senate Foreign Relations Subcommittee on East Asia, The Pacific, and International Cybersecurity Policy","The Senate Foreign Relations Subcommittee on East Asia, The Pacific, and International Cybersecurity Policy is one of seven subcommittees of the Senate Foreign Relations Committee.","https://en.wikipedia.org/wiki/United%20States%20Senate%20Foreign%20Relations%20Subcommittee%20on%20East%20Asia%2C%20The%20Pacific%2C%20and%20International%20Cybersecurity%20Policy"
"Fortra","Fortra is an American cybersecurity company based in Eden Prairie, Minnesota. The company was founded as Help/38 in 1982, rebranded as HelpSystems in 1988, and became Fortra in 2022. Fortra is owned by private equity firms TA Associates, Harvest Partners, Charlesbank Capital Partners, and HGGC.","https://en.wikipedia.org/wiki/Fortra"
"European Union Agency for Cybersecurity","The European Union Agency for Cybersecurity – self-designation ENISA from the abbreviation of its original name – is an agency of the European Union. It is fully operational since September 1, 2005. The Agency is located in Athens, Greece and has offices in Brussels, Belgium and Heraklion, Greece.            
ENISA was created in 2004 by EU Regulation No 460/2004 under the name of European Network and Information Security Agency. ENISA's Regulation is the EU Regulation No 2019/881 of the European Parliament and of the Council of 17 April 2019 on ENISA (the European Union Agency for Cybersecurity) and on information and communications technology cybersecurity certification and repealing EU Regulation No 526/2013 (Cybersecurity Act).  
ENISA, is the Union’s agency dedicated to achieving a high common level of cybersecurity across Europe. Established in 2004 and strengthened by the EU Cybersecurity Act, the European Union Agency for Cybersecurity contributes to EU cyber policy, enhances the trustworthiness of ICT products, services and processes with cybersecurity certification schemes, cooperates with Member States and EU bodies, and helps Europe prepare for the cyber challenges of tomorrow. Through knowledge sharing, capacity building and awareness raising, the Agency works together with its key stakeholders to strengthen trust in the connected economy, to boost resilience of the Union’s infrastructure, and, ultimately, to keep Europe’s society and citizens digitally secure.","https://en.wikipedia.org/wiki/European%20Union%20Agency%20for%20Cybersecurity"
"BitSight","BitSight Technologies, Inc. is a cybersecurity ratings company that analyzes companies, government agencies, and educational institutions. It is based in Back Bay, Boston. Security ratings that are delivered by BitSight are used by banks and insurance companies among other organizations. 
The company rates more than 200,000 organizations with respect to their cybersecurity.","https://en.wikipedia.org/wiki/BitSight"
"Panda Security","Panda Security is a Spanish cybersecurity software company. Panda Security's core offering is antivirus software and other cybersecurity software. This includes security products and services for both businesses and home users, as well as protection tools for systems, networks, emails, and other private information. As of August 2024, Panda Security reports over 600 employees.

","https://en.wikipedia.org/wiki/Panda%20Security"
"Director of the Cybersecurity and Infrastructure Security Agency","The Director of the Cybersecurity and Infrastructure Security Agency is a high level civilian official in the United States Department of Homeland Security. The Director, as head of Cybersecurity and Infrastructure Security Agency at DHS, is the principal staff assistant and adviser to both the Secretary of Homeland Security and the Deputy Secretary of Homeland Security for all DHS programs designed to reduce the nation's risk to terrorism and natural disasters. The Director is appointed from civilian life by the President with the consent of the Senate to serve at the pleasure of the President.
The position was created in November 2018, replacing the position of Under Secretary of Homeland Security for National Protection and Programs.

","https://en.wikipedia.org/wiki/Director%20of%20the%20Cybersecurity%20and%20Infrastructure%20Security%20Agency"
"Highly Evasive Adaptive Threat","A Highly Evasive Adaptive Threat (HEAT) is a cybersecurity attack type designed to bypass traditional network security defenses.  HEAT attacks are designed to find ways around protections that have been in place for years. HEAT attacks are able to bypass typical cybersecurity controls, such as secure web gateways (SWG) and anti-malware capabilities, through malicious links disguised as common URLs that victims assume are safe. HEAT attacks go beyond traditional phishing methods, which have historically been delivered by email, by inserting themselves into links that are not flagged by anti-phishing software. Similar to most cybersecurity threats, the drivers of HEAT attacks are primarily monetary and political. HEAT attacks focus on technical limitations of commonly deployed security tools with the primary target being web browsers. Nation-states and cybercriminals typically use HEAT attacks for phishing attempts or ransomware initial access. 
Highly Adaptive Evasive Threats (HEAT) require adaptive threat analysis technology to detect threats missed by other approaches.","https://en.wikipedia.org/wiki/Highly%20Evasive%20Adaptive%20Threat"
"2017 Equifax data breach","Between May and July 2017, American credit bureau Equifax was breached. Private records of 147.9 million Americans along with 15.2 million British citizens and about 19,000 Canadian citizens were compromised in the breach, making it one of the largest cybercrimes related to identity theft. Equifax discovered the breach end of July, but did not disclose it to the public until September 2017. In a settlement with the United States Federal Trade Commission, Equifax offered affected users settlement funds and free credit monitoring.
In February 2020, the United States government indicted members of China's People's Liberation Army for hacking into Equifax and plundering sensitive data as part of a massive heist that also included stealing trade secrets, though the Chinese Communist Party denied these claims.

","https://en.wikipedia.org/wiki/2017%20Equifax%20data%20breach"
"Exabeam","Exabeam is a global cybersecurity company headquartered in Foster City, California. In 2021 it joined the Snowflake Inc. data services platform and achieved unicorn status with over $2B valuation.","https://en.wikipedia.org/wiki/Exabeam"
"Snyk","Snyk is a developer-oriented cybersecurity company, specializing in securing custom developed code, open-source dependencies and cloud infrastructure. It was founded in 2015 out of London and Tel Aviv and is headquartered in Boston.","https://en.wikipedia.org/wiki/Snyk"
"Fortinet","Fortinet, Inc. is a cybersecurity company with headquarters in Sunnyvale, California. The company develops and sells security solutions like firewalls, endpoint security and intrusion detection systems. Fortinet has offices located all over the world.
Brothers Ken Xie and Michael Xie founded Fortinet in 2000. The company's first and main product was FortiGate, a physical firewall. The company later added wireless access points, sandbox and messaging security. The company went public in November 2009.

","https://en.wikipedia.org/wiki/Fortinet"
"National Cybersecurity Center","The National Cybersecurity Center (NCC)  was founded in 2016 as a 501(c)(3) nonprofit organization in Colorado Springs, Colorado. It was started from a vision of then Governor John Hickenlooper, in coordination with several people from the University of Colorado Colorado Springs (UCCS) and the community. The NCC serves both public and private organizations and individuals through training, education, and research.   
The NCC is not to be confused with the National Cybersecurity and Communications Integration Center (NCCIC), an office within the United States Department of Homeland Security. 

","https://en.wikipedia.org/wiki/National%20Cybersecurity%20Center"
"ReliaQuest","ReliaQuest, LLC is an American cybersecurity technology company. As of 2022, they are the title sponsor of the ReliaQuest Bowl in the National Collegiate Athletic Association.

","https://en.wikipedia.org/wiki/ReliaQuest"
"Group-IB","Group-IB is a privately held cybersecurity company, established in 2003 and headquartered in Singapore. The company creates cybersecurity technologies to investigate, prevent, and fight cybercrime.
Group-IB’s Digital Crime Resistance Centers are located in the Asia-Pacific, Central Asia, Middle East, and Europe.","https://en.wikipedia.org/wiki/Group-IB"
"Sanija Ameti","Sanija Ameti (born 11 May 1992) is a Swiss Green Liberal Party politician, activist and cybersecurity expert. She has been co-president of the political movement Operation Libero since 2021 and has been a member of the Zurich municipal council since 2022.","https://en.wikipedia.org/wiki/Sanija%20Ameti"
"Palo Alto Networks","Palo Alto Networks, Inc. is an American multinational cybersecurity company with headquarters in Santa Clara, California. The core product is a platform that includes advanced firewalls and cloud-based offerings that extend those firewalls to cover other aspects of security. The company serves over 70,000 organizations in over 150 countries, including 85 of the Fortune 100. It is home to the Unit 42 threat research team and hosts the Ignite cybersecurity conference. It is a partner organization of the World Economic Forum.
In 2018, Palo Alto Networks was listed 8th in the Forbes Digital 100. In June 2018, former Google and SoftBank executive Nikesh Arora joined the company as Chairman and CEO.

","https://en.wikipedia.org/wiki/Palo%20Alto%20Networks"
"Douglas Brunt","Douglas Brunt (born August 25, 1971) is an American historian, novelist, podcast host with SiriusXM and former president and CEO of the cybersecurity firm Authentium.","https://en.wikipedia.org/wiki/Douglas%20Brunt"
"United States Department of Homeland Security","The United States Department of Homeland Security (DHS) is the U.S. federal executive department responsible for public security, roughly comparable to the interior or home ministries of other countries. Its stated missions involve anti-terrorism, border security, immigration and customs, cyber security, and disaster prevention and management.
It began operations on March 1, 2003, after being formed as a result of the Homeland Security Act of 2002, enacted in response to the September 11 attacks. With more than 240,000 employees, DHS is the third-largest Cabinet department, after the Departments of Defense and Veterans Affairs. Homeland security policy is coordinated at the White House by the Homeland Security Council. Other agencies with significant homeland security responsibilities include the Departments of Health and Human Services, Justice, and Energy.","https://en.wikipedia.org/wiki/United%20States%20Department%20of%20Homeland%20Security"
"National Cybersecurity Center of Excellence","The National Cybersecurity Center of Excellence (NCCoE) is a US government organization that builds and publicly shares solutions to cybersecurity problems faced by U.S. businesses. The center, located in Rockville, Maryland, was established in 2012 through a partnership with the National Institute of Standards and Technology (NIST), the state of Maryland, and Montgomery County. The center is partnered with nearly 20 market-leading IT companies, which contribute hardware, software and expertise.
The NCCoE asks industry sector members about their cybersecurity problems, and then selects issues that affect an entire sector or reach across sectors. The center forms a team of people from cybersecurity technology companies, other federal agencies and academia to address each problem. The teams work in the center's labs to build example solutions using commercially available, off-the-shelf products. For each example solution, the NCCoE publishes a practice guide, a collection of the materials and information needed to deploy the example solution, and makes it available to the general public. The center's goal is to ""accelerate the deployment and use of secure technologies"" that can help businesses improve their defenses against cyber attacks.

","https://en.wikipedia.org/wiki/National%20Cybersecurity%20Center%20of%20Excellence"
"MBS College for Cybersecurity and Advanced Technologies","The Prince Mohammed Bin Salman College for Cybersecurity, Artificial Intelligence and Advanced Technologies (Arabic: كلية الأمير محمد بن سلمان للأمن السيبراني والذكاء الاصطناعي والتقنيات المتقدمة) is a higher education technological college in Riyadh, Saudi Arabia. Established by Saud al-Qahtani in 2018, it is named after Mohammed bin Salman, the Crown Prince of Saudi Arabia since 2017. It is the first academic institute in Saudi Arabia dedicated for the study of cybersecurity and artificial intelligence. 
Just prior to its inauguration, it was renamed after the country's crown prince, Mohammed bin Salman after getting assent for the proposal put forward by Saud al-Qahtani – a top aide to the crown prince. Since its inception, it has signed pacts with some of the renowned institutions around the world, including Stanford University, Carnegie Mellon University, Draper University, Booz Allen Hamilton and SANS Institute.","https://en.wikipedia.org/wiki/MBS%20College%20for%20Cybersecurity%20and%20Advanced%20Technologies"
"CyberArk","CyberArk Software Ltd. is an Israeli publicly traded information security company offering identity management. The company's technology is utilized primarily in the financial services, energy, retail, healthcare and government markets. CyberArk is headquartered in Petach-Tikva. The company also has offices throughout the Americas, EMEA, Asia Pacific and Japan.

","https://en.wikipedia.org/wiki/CyberArk"
"Comprehensive National Cybersecurity Initiative","The Comprehensive National Cybersecurity Initiative (CNCI) outlines U.S. cybersecurity goals across multiple agencies including the Department of Homeland Security, the Office of Management and Budget, and the National Security Agency. The initiative was established by President George W. Bush in January 2008 in National Security Presidential Directive 54/Homeland Security Presidential Directive 23 (NSPD-54/HSPD-23).

","https://en.wikipedia.org/wiki/Comprehensive%20National%20Cybersecurity%20Initiative"
"Islamic Revolutionary Guard Corps Cyber Command","The Islamic Revolutionary Guards Corps Cyber Security Command is a command of the Iranian Islamic Revolutionary Guard Corps responsible for cyber warfare and cyber security. It was founded in 2006(1386), its command was established in 2015(1393).
In 2022 identities of its members were hacked and leaked. It has conducted a number of cyber attacks against infrastructure.
Previously it was called Center of organized crime inspection.
They contract or ""rent"" hackers to breach accounts of dissidents.
In 2009-10 protests and 2022-2023 protests it asked for tips.","https://en.wikipedia.org/wiki/Islamic%20Revolutionary%20Guard%20Corps%20Cyber%20Command"
"Threat (computer security)","In computer security, a threat is a potential negative action or event enabled by a vulnerability that results in an unwanted impact to a computer system or application.
A threat can be either a negative ""intentional"" event (i.e. hacking: an individual cracker or a criminal organization) or an ""accidental"" negative event (e.g. the possibility of a computer malfunctioning, or the possibility of a natural disaster event such as an earthquake, a fire, or a tornado) or otherwise a circumstance, capability, action, or event (incident is often used as a blanket term). A threat actor who is an individual or group that can perform the threat action, such as exploiting a vulnerability to actualise a negative impact. An exploit is a vulnerability that a threat actor used to cause an incident.","https://en.wikipedia.org/wiki/Threat%20(computer%20security)"
"Cyber Security Agency","The Cyber Security Agency (CSA) is a government agency under the Prime Minister's Office, but is managed by the Ministry of Digital Development and Information of the Government of Singapore. It provides centralised oversight of national cyber security functions and works with sector leads to protect Singapore's Critical Information Infrastructure (CII), such as the energy and banking sectors. Formed on 1 April 2015, the agency also engages with various industries and stakeholders to heighten cyber security awareness as well as to ensure the development of Singapore's cyber security. It is headed by the Commissioner of Cybersecurity, David Koh.

","https://en.wikipedia.org/wiki/Cyber%20Security%20Agency"
"EC-Council","EC-Council is a cybersecurity certification, education, training, and services company based in Albuquerque, New Mexico.","https://en.wikipedia.org/wiki/EC-Council"
"Proofpoint, Inc.","Proofpoint, Inc. is an American enterprise cybersecurity company based in Sunnyvale, California that provides software as a service and products for email security, identity threat defense, data loss prevention, electronic discovery, and email archiving.
In 2021, Proofpoint was acquired by private equity firm Thoma Bravo for $12.3 billion.","https://en.wikipedia.org/wiki/Proofpoint%2C%20Inc."
"Cyber range","Cyber ranges are virtual environments used for cybersecurity, cyberwarfare training, simulation or emulation, and development of technologies related to cybersecurity. Their scale can vary drastically, from just a single node to an internet-like network.","https://en.wikipedia.org/wiki/Cyber%20range"
"Computer security software","Computer security software or cybersecurity software is any computer program designed to influence information security.  This is often taken in the context of defending computer systems or data, yet can incorporate programs designed specifically for subverting computer systems due to their significant overlap, and the adage that the best defense is a good offense.
The defense of computers against intrusion and unauthorized use of resources is called computer security. Similarly, the defense of computer networks is called network security.
The subversion of computers or their unauthorized use is referred to using the terms cyberwarfare, cybercrime, or security hacking (later shortened to hacking for further references in this article due to issues with hacker, hacker culture and differences in white/grey/black 'hat' color identification).
The computer security software products industry was launched in the second half of the 1970s when computer firms and new IT startups chose alternative paths to offer commercial access control systems to organizational mainframe computer users. These developments were led by IBM's Resource Access Control Facility and SKK's Access Control Facility 2.

","https://en.wikipedia.org/wiki/Computer%20security%20software"
"National Initiative for Cybersecurity Education","The National Initiative for Cybersecurity Education (NICE) is a partnership between government, academia, and the private sector focused supporting the country's ability to address current and future cybersecurity education and workforce challenges through standards and best practices. NICE is led by the National Institute of Standards and Technology (NIST) in the U.S. Department of Commerce.","https://en.wikipedia.org/wiki/National%20Initiative%20for%20Cybersecurity%20Education"
"Kaspersky Lab","Kaspersky Lab (; Russian: Лаборатория Касперского, romanized: Laboratoriya Kasperskogo) is a Russian multinational cybersecurity and anti-virus provider headquartered in Moscow, Russia, and operated by a holding company in the United Kingdom. It was founded in 1997 by Eugene Kaspersky, Natalya Kaspersky and Alexey De-Monderik. Kaspersky Lab develops and sells antivirus, internet security, password management, endpoint security, and other cybersecurity products and services.
Kaspersky expanded abroad from 2005 to 2010 and grew to $704 million in annual revenues by 2020, up 8% from 2016, though annual revenues were down 8% in North America due to US government security concerns. As of 2016, the software has about 400 million users and has the largest market-share of cybersecurity software vendors in Europe. Kaspersky Lab ranks fourth in the global ranking of antivirus vendors by revenue. It was the first Russian company to be included into the rating of the world's leading software companies, called the Software Top 100 (79th on the list, as of June 29, 2012). Kaspersky Lab is ranked 4th in Endpoint Security segment according to IDC data for 2010. According to Gartner, Kaspersky Lab is currently the third largest vendor of consumer IT security software worldwide and the fifth largest vendor of Enterprise Endpoint Protection. In 2012 Kaspersky Lab was named a ""Leader"" in the Gartner Magic Quadrant for Endpoint Protection Platforms.
The Kaspersky Global Research and Analysis Team (GReAT) has led the discovery of sophisticated espionage platforms conducted by nations, such as Equation Group and the Stuxnet worm. Various covert government-sponsored [by which government] cyber-espionage efforts were uncovered through their research. Kaspersky also publishes the annual Global IT Security Risks Survey. As of 2014, Kaspersky's research hubs analyze more than 350,000 malware samples per day.
The US government has alleged that Kaspersky has engaged with the Russian Federal Security Service (FSB)—ties which the company has actively denied. In 2017, it was alleged that hackers working for the Russian government stole confidential data from the home computer of a US National Security Agency contractor via Kaspersky antivirus software. In response to these and other allegations, Kaspersky began to solicit independent reviews and verification of its source code, and relocated core infrastructure and customer data from Russia to Switzerland. Multiple countries have banned Kaspersky products from being used by government agency, including Lithuania, the Netherlands, and the United States. On 20 June 2024, the US announced that it would prohibit Kaspersky from selling or distributing updates to its software to US customers which caused the cybersecurity company to leave the US market the following month.","https://en.wikipedia.org/wiki/Kaspersky%20Lab"
"Computing","Computing is any goal-oriented activity requiring, benefiting from, or creating computing machinery. It includes the study and experimentation of algorithmic processes, and the development of both hardware and software. Computing has scientific, engineering, mathematical, technological, and social aspects. Major computing disciplines include computer engineering, computer science, cybersecurity, data science, information systems, information technology, and software engineering.
The term computing is also synonymous with counting and calculating. In earlier times, it was used in reference to the action performed by mechanical computing machines, and before that, to human computers.

","https://en.wikipedia.org/wiki/Computing"
"Agence nationale de la sécurité des systèmes d'information","The Agence nationale de la sécurité des systèmes d'information (ANSSI; English:  French National Agency for the Security of Information Systems) is a French service created on 7 July 2009 with responsibility for computer security.
ANSSI reports to the Secretariat-General for National Defence and Security (SGDSN) to assist the Prime Minister in exercising his responsibilities for defence and national security.
ANSSI replaced the Central Directorate of Computer Security, which on July 31, 2001, replaced the SCSSI.
Guillaume Poupard, Chief Engineer of Armaments, was appointed director general of ANSSI on 27 March 2014, succeeding Patrick Pailloux.
Vincent Strubel succeeds Guillaume Poupard as new director general on January 4, 2023.
ANSSI has a budget of €80 million (2014) and a workforce of 500 in 2015 and with a target of 567 by the end of 2017.","https://en.wikipedia.org/wiki/Agence%20nationale%20de%20la%20s%C3%A9curit%C3%A9%20des%20syst%C3%A8mes%20d'information"
"Trellix","Trellix (formerly FireEye and McAfee Enterprise) is a privately held cybersecurity company that was founded in 2022. It has been involved in the detection and prevention of major cybersecurity attacks.
It provides hardware, software, and services to investigate cybersecurity attacks, protect against malicious software, and analyze IT security risks.
In March 2021, Symphony Technology Group (STG) announced its acquisition of McAfee Enterprise in an all-cash transaction for US$4.0 billion. STG completed the acquisition of McAfee’s Enterprise business in July 2021 with plans for re-branding. In June 2021, FireEye sold its name and products business to STG for $1.2bn. STG combined FireEye with its acquisition of McAfee's enterprise business to launch Trellix, an extended detection and response (XDR) company. Meanwhile, McAfee Enterprise's security service edge (SSE) business would operate as a separate company to be known as Skyhigh Security.","https://en.wikipedia.org/wiki/Trellix"
"Internet security awareness","Internet security awareness or Cyber security awareness refers to how much end-users know about the cyber security threats their networks face, the risks they introduce and mitigating security best practices to guide their behavior.  End users are considered the weakest link and the primary vulnerability within a network.  Since end-users are a major vulnerability, technical means to improve security are not enough.  Organizations could also seek to reduce the risk of the human element (end users).  This could be accomplished by providing security best practice guidance for end users' awareness of cyber security. Employees could be taught about common threats and how to avoid or mitigate them.","https://en.wikipedia.org/wiki/Internet%20security%20awareness"
"United States House Intelligence Subcommittee on National Security Agency and Cyber","The House Intelligence Subcommittee on Strategic Technologies and Advanced Research is one of the four subcommittees within the Permanent Select Committee on Intelligence. It is sometimes referred to by its nickname, the ""STAR"" subcommittee. 
Prior to the 116th Congress, it was known as the Subcommittee on the NSA and Cybersecurity.","https://en.wikipedia.org/wiki/United%20States%20House%20Intelligence%20Subcommittee%20on%20National%20Security%20Agency%20and%20Cyber"
